q0,q1,v0,v1,v_max,a_max,j_max,dt
-26.778,25.152,-73.412,58.769,115.808,-744.277,-5861.437,0.001
24.874,8.523,11.476,82.371,154.275,303.662,431.218,0.01
0.225,-10.183,-25.621,70.495,-185.566,791.706,-1762.548,0.001
-18.508,13.158,-10.19,-70.289,80.937,712.683,-3441.157,0.01
7.13,-17.01,-6.678,45.099,86.56,-286.494,8143.497,0.01
22.52,-10.92,-64.033,-58.469,-157.046,692.375,-2808.239,0.01
-4.807,-20.127,-29.499,95.139,-106.139,787.52,9900.778,0.001
25.826,-18.456,66.482,79.049,22.713,-837.707,6992.622,0.01
1.822,21.363,-97.38,-93.153,-55.73,436.822,1956.283,0.001
20.664,-19.568,30.11,57.021,2.699,-440.513,-2750.632,0.001
15.631,-17.165,96.494,26.13,-157.748,908.297,3787.33,0.001
8.937,15.185,-46.247,11.696,-61.646,-67.067,-6803.048,0.001
25.758,21.02,33.756,78.407,41.34,885.738,-4591.464,0.001
11.915,-10.652,-80.032,6.892,68.881,-146.438,-3291.885,0.001
-16.302,-3.569,54.843,37.219,-20.154,539.8,-89.737,0.001
12.205,17.791,-98.561,90.727,21.413,453.592,9243.242,0.001
-15.718,26.004,22.528,46.318,-6.486,133.29,856.05,0.001
2.42,-3.632,-44.79,-32.521,-192.123,371.678,3974.656,0.001
-7.364,-20.432,-18.367,-37.894,-95.634,-312.82,-2986.06,0.001
7.973,17.968,96.79,-58.812,-75.337,330.531,-5256.48,0.01
29.256,-16.197,72.798,15.601,168.693,-356.675,3936.612,0.01
16.616,-28.202,86.999,61.67,-89.841,-805.648,8584.487,0.01
13.013,14.376,-39.491,25.872,100.723,-875.951,2342.078,0.001
20.558,-10.363,-20.21,-14.471,65.31,-95.72,-916.082,0.001
-14.285,-24.477,12.333,-28.221,-9.06,273.323,-9350.584,0.001
-2.323,-16.068,-75.812,83.318,-64.663,-937.225,5632.329,0.001
-8.225,-26.533,-48.433,-69.308,-186.941,-279.813,-8834.978,0.001
7.02,17.967,70.947,-35.117,34.934,-649.742,-4879.916,0.001
-11.433,-3.12,-64.327,-59.657,-178.103,-570.942,9417.198,0.001
7.96,-26.003,89.222,68.824,-107.203,658.556,2572.602,0.001
16.743,28.518,75.79,-6.94,-4.215,-62.475,5667.281,0.001
23.283,-11.698,40.298,91.92,121.453,46.456,2895.822,0.01
10.73,-17.494,-15.335,-97.346,-151.59,873.367,5068.793,0.001
-17.137,6.937,24.452,-74.099,51.839,387.552,-3977.959,0.001
-18.196,17.625,89.311,82.77,21.282,164.037,1145.23,0.001
-5.364,10.332,-11.121,-61.482,153.053,977.518,-4970.089,0.001
16.019,-17.088,98.358,-12.41,196.125,593.97,-8795.452,0.001
17.202,10.682,67.624,-34.459,-186.187,695.467,1844.965,0.001
5.976,-23.749,-2.366,51.449,-31.971,188.568,4379.306,0.001
-20.397,11.654,83.243,-61.414,-48.91,357.261,-8970.193,0.001
-18.744,18.651,-60.114,43.747,-48.055,658.849,-693.581,0.01
21.548,27.944,-2.616,-56.397,32.057,-786.92,6097.155,0.01
0.918,19.749,20.244,26.132,32.024,-557.432,3478.487,0.001
-1.861,22.868,11.493,10.243,194.758,-599.644,-6917.562,0.01
-29.684,4.224,74.59,-78.41,104.515,685.139,2633.318,0.001
15.456,25.157,48.443,29.583,-85.648,550.782,6346.701,0.001
0.821,-24.157,-34.972,86.072,-101.016,809.72,-6814.24,0.001
-3.486,-24.478,-91.294,2.253,189.407,-790.13,9726.677,0.001
28.468,12.13,-29.119,-8.166,-189.087,762.995,2738.539,0.001
-8.981,-22.337,51.964,-66.973,-21.069,328.579,3481.188,0.01
-18.138,8.017,93.356,37.585,74.617,174.718,6651.911,0.001
-1.284,28.69,54.236,-23.384,-21.946,301.617,-3077.681,0.001
23.334,-10.976,-42.854,14.091,76.567,712.357,-7323.908,0.001
3.59,4.219,-27.484,-55.605,-140.603,-866.403,-2522.314,0.001
-15.053,-11.828,47.092,6.249,-75.155,103.268,-3386.163,0.001
-14.102,-9.794,-54.985,-63.247,-149.685,886.875,940.739,0.001
3.803,7.832,81.254,-31.088,63.382,391.644,3014.339,0.001
17.59,21.902,-96.664,96.654,142.176,-874.171,-6145.282,0.001
-28.73,-16.671,56.141,-17.778,27.157,-350.067,-4923.188,0.001
14.215,-7.168,25.606,36.585,126.132,692.664,3032.835,0.01
-5.932,-17.023,-4.793,-75.706,-71.52,-99.459,1063.991,0.001
12.604,-3.462,-99.805,1.117,17.75,-821.041,-3141.471,0.001
8.466,-0.354,-85.297,50.945,180.935,180.027,-1527.195,0.001
8.868,15.819,-8.287,-45.124,180.324,-71.01,-6794.162,0.001
27.524,-20.794,18.44,-62.658,-181.501,-40.539,-3074.165,0.001
0.94,23.298,-16.549,88.766,91.142,13.379,-4281.203,0.01
-29.23,27.72,40.478,63.661,-95.807,-602.512,-4636.007,0.001
19.716,26.829,38.921,-32.486,176.517,-73.622,-5941.58,0.01
7.592,-6.304,23.499,74.857,49.792,285.76,3546.631,0.001
6.503,16.843,-18.194,47.564,-35.801,668.896,-2968.034,0.001
12.36,20.331,-27.814,-71.79,-75.227,29.307,8321.301,0.001
2.104,15.748,-97.409,-56.629,-16.125,182.502,5104.813,0.001
-26.332,-6.647,93.038,-46.143,92.845,189.378,-3913.881,0.001
3.337,-9.303,-71.926,97.674,137.173,518.169,-246.164,0.01
-25.987,28.638,-56.026,87.888,-137.929,469.102,-6783.546,0.001
15.12,18.217,-37.245,3.741,50.378,215.239,-5251.992,0.01
-27.877,-25.775,78.001,75.662,41.941,104.77,7570.725,0.001
27.518,9.899,-77.347,-56.696,159.585,-459.35,-1986.088,0.001
-7.571,17.673,-67.982,84.441,112.323,-324.627,-9109.1,0.001
29.808,14.702,-89.504,80.195,-197.331,615.24,6031.099,0.01
15.524,0.034,61.315,-75.603,123.391,-434.194,6841.223,0.001
-24.999,15.603,64.039,30.68,-165.198,293.976,-68.659,0.001
0.764,3.916,-30.408,0.248,183.18,-2.82,-4.996,0.001
22.017,16.436,99.421,80.611,-195.607,-871.887,-8491.666,0.01
9.56,7.533,-44.361,59.661,-109.09,95.953,-2729.896,0.001
-25.869,18.258,-3.159,-68.893,16.951,604.324,-7310.543,0.001
25.509,2.732,56.646,-85.327,58.917,933.003,3663.657,0.001
-27.639,-15.048,-67.856,-70.122,-123.122,-451.957,-9066.74,0.001
29.444,23.709,74.239,39.579,50.76,-772.128,-6951.078,0.001
11.978,21.306,52.986,49.51,15.095,203.813,5032.264,0.001
21.719,5.329,-1.192,-23.984,179.557,17.414,6581.193,0.001
-19.899,-26.844,20.071,8.936,-112.08,904.477,8827.95,0.001
11.43,-0.219,-87.341,-37.934,-53.184,895.398,-7932.264,0.001
20.909,15.306,-56.853,-21.092,-43.584,-905.991,3425.078,0.001
-16.229,23.847,-66.456,89.556,-134.167,-223.033,1309.19,0.001
-22.507,-24.914,-90.357,23.208,-13.088,867.148,-7820.847,0.001
-26.93,0.452,8.239,63.61,-29,998.244,424.029,0.001
8.371,-28.985,89.826,11.813,11.864,588.325,-2962.435,0.001
-25.308,-18.088,-41.722,-43.086,8.185,-268.023,-4464.057,0.001
16.243,-7.545,-4.307,62.132,-62.012,183.967,-1366.665,0.001
3.428,13.592,-49.647,-69.222,-56.297,-196.353,-4851.186,0.001
-24.357,8.392,-35.964,75.166,65.032,8.664,-9687.452,0.01
13.708,28.853,22.66,-45.475,186.822,-406.028,4575.662,0.001
-4.794,-6.692,47.283,96.049,-34.687,-659.886,3082.015,0.001
10.251,-22.615,98.276,26.27,151.095,-123.696,9988.593,0.001
18.401,22.261,-96.034,-59.156,-99.158,-309.718,-4511.281,0.001
23.387,17.533,81.38,6.778,193.311,509.123,-3314.077,0.001
10.093,21.207,46.837,58.77,60.842,104.489,311.066,0.01
19.738,19.643,-66.23,29.671,-113.673,683.139,-7964.5,0.001
28.081,29.03,88.495,50.482,-113.555,-808.374,8230.977,0.001
14.975,-10.54,-52.369,-90.428,-152.67,-871.95,-4557.027,0.001
4.869,-15.211,87.199,-53.735,-134.262,471.529,-7561.639,0.001
27.149,-18.639,-31.916,-92.267,-52.972,-345.557,496.298,0.001
-17.11,-28.715,-50.635,-79.397,-198.713,324.502,4487.706,0.001
-17.641,-14.033,23.714,-22.282,127.09,-541.021,512.093,0.001
29.123,-14.042,84.994,-94.811,-16.782,-390.585,4355.892,0.001
0.987,24.976,27.375,-42.599,-122.424,-680.718,8303.068,0.001
-15.709,-0.957,95.837,79.639,118.061,-119.362,-6349.179,0.001
-6.827,29.915,60.429,20.02,-64.486,344.141,-1913.493,0.01
-17.231,-28.341,-3.492,-88.673,-161.222,-985.059,5126.951,0.001
-12.097,23.322,17.321,39.805,160.702,756.244,-7877.899,0.001
11.283,-1.746,61.944,-72.399,114.154,-809.778,3428.303,0.01
7.358,-20.681,-23.036,27.761,197.924,-204.995,-482.341,0.001
-23.787,9.049,31.79,39.828,173.721,368.497,27.641,0.001
-12.837,-8.94,22.006,59.35,21.645,-693.319,-8250.715,0.001
6.082,-23.932,9.4,29.391,-96.721,557.333,-2207.65,0.001
22.11,-8.638,-59.492,89.444,1.132,-753.924,95.983,0.01
18.941,9.778,6.116,75.671,-14.169,-420.272,4359.022,0.001
-7.505,-21.075,15.984,47.815,-135.838,303.884,-9665.166,0.001
-1.022,13.811,-53.351,-20.032,158.118,882.921,5074.146,0.001
16.67,-0.211,99.728,-24.318,-104.12,322.142,-8266.317,0.001
-16.861,-1.816,-37.023,-36.122,73.898,326.161,-7782.072,0.001
-20.69,4.284,-59.469,-58.704,24.137,406.97,-1624.462,0.001
-15.186,8.479,-47.605,51.158,151.113,246.04,2478.169,0.001
28.63,-14.01,63.257,90.469,-64.807,-691.492,-6445.131,0.01
2.446,-0.278,75.446,-15.627,-165.874,473.838,6790.037,0.001
9.879,21.678,27.91,75.599,92.978,420.095,7597.517,0.001
10.385,11.585,82.23,-75.097,-198.023,524.541,-3378.135,0.001
6.818,1.003,12.964,48.189,-64.208,376.763,-8460.248,0.01
-26.002,15.554,14.29,-43.779,-24.05,-29.951,-67.611,0.001
-2.345,-24.097,47.336,-25.569,-130.344,-110.578,-2398.963,0.001
-8.94,-2.048,-77.152,96.885,-20.361,496.597,-1561.42,0.01
6.313,14.572,-30.034,44.738,118.39,595.403,4583.259,0.001
6.73,23.92,-2.69,97.24,-164.848,970.5,88.957,0.001
-11.747,-23.944,-77.268,22.781,-34.316,-169.173,7964.756,0.001
20.345,-11.829,47.026,-54.079,32.009,30.058,-7273.081,0.001
-19.629,-22.475,8.878,-53.536,162.937,327.997,-8539.527,0.01
-29.669,-0.018,-74.127,-27.938,-195.894,714.672,318.924,0.001
-16.981,15.697,-88.215,-82.37,107.55,-924.51,4455.791,0.001
2.094,9.994,-79.036,-66.066,53.13,-773,-7150.386,0.001
-9.452,7.282,-86.234,54.812,102.737,394.19,-2897.683,0.001
-20.056,-18.626,-27.953,-9.149,87.572,505.855,-1424.993,0.001
6.71,-4.579,-11.314,-12.806,71.666,-580.186,275.394,0.001
-12.908,27.282,-33.838,-96.616,-1.932,-156.035,9967.882,0.001
-11.861,-21.896,-70.124,-20.492,98.863,-188.435,5039.483,0.001
0.043,3.577,74.863,39.126,110.467,-637.229,-6168.849,0.001
1.721,-27.141,14.893,56.839,-112.997,-140.897,-7171.457,0.01
-29.151,-18.268,98.972,37.33,42.988,234.874,2875.264,0.01
-22.915,0.516,-46.648,79.126,111.092,881.276,-7192.301,0.001
-21.651,-4.561,-54.085,-18.787,-5.459,344.186,-3118.859,0.001
15.725,25.747,1.113,-2.605,177.545,-672.187,-1177.173,0.001
-17.582,6.441,-10.816,82.661,29.635,-548.643,7295.006,0.001
0.211,-7.163,17.081,14.319,-187.145,331.456,-3893.378,0.01
-15.975,-26.475,67.689,43.718,86.059,750.716,8299.763,0.01
9.728,2.593,-20.487,28.544,76.471,743.809,9234.442,0.001
8.509,1.582,60.073,18.17,153.064,826.211,-7283.719,0.01
20.981,23.793,-42.773,48.476,-123.448,322.388,-3312.741,0.001
22.434,14.1,-71.832,56.242,162.098,-663.778,8732.604,0.001
26.81,5.832,47.206,-56.682,-172.929,113.04,1286.967,0.001
18.514,21.334,-87.836,92.222,-170.089,629.935,1846.985,0.001
-25.398,-23.921,39.956,-55.094,-33.08,883.354,-8145.728,0.001
-12,3.372,20.017,15.14,79.204,-952.219,7577.292,0.01
-23.686,-11.841,-93.281,10.291,-165.787,581.29,4705.196,0.001
12.175,26.215,86.389,30.3,-154.93,288.918,5020.566,0.001
-2.838,-4.821,94.992,47.113,138.464,-214.641,-3840.993,0.001
-9.024,-28.476,2.133,-28.454,-46.426,-920.663,-6336.216,0.001
18.321,-15.859,-71.305,-6.469,-91.434,-157.341,2507.362,0.001
-26.564,14.945,-67.39,97.634,-6.032,-287.849,7022.144,0.01
-18.704,23.7,-77.113,-14.753,103.755,972.626,4883.565,0.001
-13.227,13.845,-9.474,41.295,-52.268,-406.702,3308.706,0.001
15.183,-12.748,7.058,-54.081,22.174,-360.291,-1458.716,0.001
-5.599,17.597,64.014,-84.039,-158.252,96.999,-4894.598,0.001
-10.897,-16.328,68.693,-95.694,192.754,-372.294,-939.208,0.001
-3.685,2.8,-39.486,99.044,100.684,445.397,-3552.118,0.001
-8.979,-10.226,73.524,-8.76,-174.242,-418.689,5360.695,0.001
-2.352,10.328,1.25,30.69,194.765,-827.998,2963.981,0.001
-5.268,11.974,14.628,56.538,-30.477,634.687,2623.26,0.001
26.828,4.451,-73.227,-2.736,-188.382,460.76,4645.926,0.001
26.874,11.946,85.499,67.221,-161.333,-393.26,-8883.65,0.001
-2.374,24.136,-98.587,-31.286,-68.108,872.675,4319.086,0.001
-7.789,-0.611,-59.959,-1.496,68.353,220.028,3500.941,0.01
-9.796,-14.13,-65.237,-53.279,158.14,324.422,612.58,0.001
-0.694,11.326,94.736,-33.761,152.903,634.437,7065.353,0.01
21.092,20.302,22.954,-26.933,149.446,-789.724,-5932.428,0.001
-25.912,28.429,-2.942,5.575,44.825,-714.384,9414.602,0.01
1.574,22.441,9.347,90.392,-9.567,-829.655,-6891.082,0.001
-10.272,-6.686,39.597,-63.867,-185.339,413.402,-5951.803,0.001
-9.474,-25.883,-74.392,-68.309,-143.974,690.952,2571.393,0.001
13.861,5.32,-28.193,5.905,137.715,-388.066,-7833.419,0.001
19.99,9.959,-43.084,90.999,-191.555,-375.59,-3223.862,0.001
12.466,-13.873,77.287,-54.403,-116.531,-534.887,5079.477,0.001
-20.511,7.996,-67.701,62.299,61.897,-72.029,-9442.28,0.001
28.61,16.527,-17.801,-9.714,-135.196,-237.602,217.063,0.001
3.588,8.755,40.274,42.758,125.377,-601.961,862.281,0.001
-1.671,8.79,-21.794,0.964,113.94,435.121,-4683.321,0.001
-6.282,-12.616,66.579,31.918,-48.345,588.209,-7595.679,0.001
-24.939,17.309,71.699,81.715,-169.171,59.008,9353.114,0.001
-13.418,-12.557,39.538,-6.043,87.238,-953.766,8958.263,0.001
-7.982,27.623,-37.212,55.132,-24.333,-503.323,9551.916,0.001
17.831,-4.738,69.937,-61.836,176.237,606.694,2721.146,0.001
-29.291,-3.184,74.391,-39.996,18.264,547.023,-4068.517,0.001
-16.219,-8.684,-50.019,-45.934,74.294,790.084,2174.798,0.001
11.225,-13.424,87.968,-4.685,-122.502,-375.64,2431.38,0.01
-27.8,27.15,-96.082,97.969,73.639,-886.268,-7426.828,0.01
17.181,-11.08,-72.486,-87.821,195.161,-241.129,-4761.008,0.001
9.659,-14.515,-67.039,-79.15,-169.423,328.215,2107.135,0.01
15.306,-27.113,-99.587,-36.177,5.721,-520.078,-9837.692,0.001
1.059,-12.296,0.18,51.617,-173.992,877.515,985.273,0.01
29.421,-23.169,74.831,30.606,71.043,-129.484,-3962.884,0.01
-19.324,14.701,-42.966,-18.43,-60.463,141.958,9460.495,0.001
-3.778,-14.18,-45.414,-74.373,54.319,-59.131,-7887.459,0.001
7.835,20.478,-4.691,72.774,-53.549,749.686,-5973.479,0.001
10.417,15.588,-80.555,-81.641,-159.792,707.142,-1741.527,0.001
25.05,-14.682,36.513,45.04,-113.39,-440.819,-4046.687,0.001
24.457,11.529,76.595,-84.39,189.087,-119.21,9538.53,0.001
-26.171,-24.258,84.159,-45.058,54.82,-299.193,834.72,0.001
8.234,12.994,92.678,93.885,-89.589,-825.823,-6981.335,0.001
-1.135,8.621,72.777,70.945,-95.326,792.026,3597.647,0.001
-12.75,23.083,79.47,83.405,2.526,90.413,8482.43,0.001
13.293,-7.982,-2.099,97.826,27.416,943.494,-9152.346,0.001
0.293,-20.122,-53.796,30.448,89.461,455.193,-9047.917,0.01
10.638,-19.237,-25.119,-43.648,-100.492,-805.926,-5409.616,0.001
18.144,-3.615,-63.04,-9.792,184.609,516.808,5342.567,0.001
11,-9.816,-33.31,-85.07,-128.24,800.984,-6530.185,0.01
-23.071,-10.559,4.518,9.808,73.756,83.647,-4425.164,0.001
27.459,-24.157,57.799,-58.509,99.822,-701.773,6480.864,0.001
-9.867,0.878,20.633,5.701,-131.97,691.687,-5679.061,0.01
-10.903,-27.306,-86.888,71.393,164.436,816.919,-1669.665,0.001
10.101,0.88,35.488,-7.556,-101.41,261.533,7093.023,0.001
-21.193,-27.723,-89.441,-61.945,23.324,-285.923,3275.146,0.001
-13.32,-7.147,-48.643,-81.979,-160.735,-875.699,8178.687,0.001
9.565,5.047,97.831,-17.566,-146.627,-62.198,2848.104,0.001
2.534,26.147,61.561,-55.147,64.782,-115.276,-8307.261,0.001
-12.955,-28.984,-50.147,82.307,193.733,-791.291,547.131,0.001
28.572,-11.235,-18.431,-88.901,-161.594,-400.201,7013.439,0.001
4.475,9.537,-64.236,0.735,95.499,46.885,4783.104,0.001
13.632,-10.13,41.873,49.536,-24.843,-523.764,1266.647,0.001
22.759,-9.606,73.178,-25.524,153.895,-867.754,2783.398,0.001
9.725,17.144,-30.714,13.841,-58.443,923.639,-3082.831,0.01
1.308,-16.323,-40.815,-37.398,-1.233,384.151,-3176.762,0.001
-14.714,-26.231,-55.811,-41.407,-83.011,335.223,-8111.331,0.001
10.421,26.197,82.974,-86.374,187.68,-963.216,-6379.235,0.01
21.546,-26.484,-28.317,-30.772,113.356,182.846,4113.177,0.001
-1.648,-26.418,-1.788,97.443,-4.762,-204.614,8328.475,0.001
24.752,1.32,-54.909,-72.469,-104.331,752.97,-9174.8,0.001
-26.251,28.555,39.395,27.497,36.519,-53.963,5092.439,0.001
-0.746,-27.155,61.897,-1.923,194.011,-274.91,-198.931,0.01
24.905,-2.843,11.259,15.891,38.586,478.156,-8136.539,0.01
-0.611,17.533,-48.32,21.398,-41.68,978.759,6238.623,0.001
-0.942,20.075,-54.021,-42.92,59.131,-16.266,7133.677,0.001
-13.552,-19.084,-47.612,-60.569,182.417,-757.201,-6059.079,0.001
-24.535,-5.287,23.887,-12.71,-151.99,16.882,9936.003,0.01
9.957,24.035,-82.157,-14.775,161.033,-654.244,6469.352,0.001
-22.467,-6.367,-37.243,46.697,26.418,-822.342,8528.096,0.001
-23.472,5.269,-44.838,4.105,-101.993,804.483,8049.047,0.001
-3.426,-10.428,-5.334,-62.597,-36.593,-461.449,-9983.15,0.001
3.187,-13.471,-86.876,-10.574,-183.796,-438.67,-863.236,0.001
27.753,-8.442,56.254,-44.215,-179.889,63.081,5757.858,0.001
4.291,7.865,-43.532,84.055,95.577,-838.059,7481.86,0.001
-25.447,-3.359,87.056,92.632,70.391,140.436,-5275.352,0.001
-8.252,9.737,83.172,60.213,79.211,-217.631,2227.512,0.001
-28.832,-1.157,15.074,65.537,45.76,-356.356,6457.009,0.001
-2.166,-6.867,96.137,-53.106,-27.664,-393.537,-9147.42,0.001
27.354,-7.519,-47.743,15.685,-68.434,-285.337,9420.185,0.001
28.655,27.4,-24.555,3.994,122.122,-351.572,-4586.252,0.001
-21.422,-20.25,56.467,64.49,149.013,899.717,9980.266,0.001
-13.633,-1.319,94.675,40.42,115.609,-883.717,8634.363,0.001
28.253,27.972,32.123,16.625,170.22,-122.164,3212.914,0.001
16.315,25.653,-81.642,-4.297,134.895,-800.258,-9471.601,0.001
6.351,-29.199,56.119,-25.369,-22.29,252.563,-9530.907,0.001
20.543,-28.807,7.557,75.35,-46.687,-712.261,6326.553,0.001
10.716,-3.774,48.247,-62.681,-120.839,-563.172,-6904.782,0.001
25.411,-26.844,97.461,-12.643,3.707,804.755,-4041.392,0.001
28.484,21.39,-63.99,-15.109,-178.544,711.41,-2606.179,0.001
-26.516,19.353,-78.476,65.909,89.295,-660.074,-324.057,0.01
-28.418,-1.192,9.438,31.417,-93.459,459.383,3070.143,0.001
12.586,9.145,-58.945,-27.979,48.555,857.147,-8118.526,0.001
8.398,-14.658,17.166,-18.963,-5.722,-434.557,1070.471,0.001
-1.924,10.561,74.273,-33.238,-58.563,526.931,-6122.857,0.001
3.43,-14.03,29.008,-10.397,19.088,287.028,133.115,0.001
-24.34,21.567,6.725,12.376,121.549,787.393,-3079.085,0.001
19.195,-3.793,-55.945,13.512,86.98,681.461,-5749.981,0.001
-7.516,23.947,-39.921,83.066,-32.605,633.14,-5384.6,0.001
24.734,24.99,-26.554,35.651,74.864,-149.847,-5762.254,0.001
20.364,23.691,65.721,-51.339,-16.572,-126.74,-7804.707,0.001
5.574,1.094,65.13,92.416,37.429,703.169,-3964.235,0.001
-24.244,7.527,14.689,17.154,-88.727,-510.061,-9288.605,0.01
-15.701,-23.451,-98.142,79.483,149.877,-346.043,5461.387,0.01
-28.603,-29.146,-13.65,-54.158,142.898,-964.291,2775.237,0.01
-20.758,-0.396,29.941,-14.193,40.105,-193.67,2555.486,0.01
22.827,-5.691,-89.545,85.602,-71.487,-496.644,-7724.223,0.001
-22.863,29.82,42.838,23.296,-132.653,967.49,-4697.098,0.001
21.597,29.998,14.74,71.987,108.32,755.939,-7488.212,0.001
21.93,-12.19,-80.398,-28.431,-189.025,-578.381,6692.492,0.001
23.728,0.521,12.826,10.599,-118.439,-740.924,-1423.385,0.001
-29.299,20.693,-69.183,9.932,-103.951,774.495,8163.906,0.001
17.766,4.622,-9.078,49.714,-24.933,25.806,-1579.213,0.01
-19.072,0.838,45.212,21.477,-144.15,317.046,9903.708,0.01
-28.062,-28.421,-31.088,0.942,-32.693,162.46,-3276.36,0.001
-20.212,-29.217,-40.501,-78.27,-119.761,779.77,-3052.274,0.001
2.891,10.427,-92.389,0.654,114.416,687.857,81.994,0.001
16.104,21.246,8.295,20.394,-22.06,-503.334,-6180.751,0.001
16.771,21.429,-56.314,70.471,110.011,-270.739,2861.428,0.001
-9.056,15.417,94.129,-98.959,83.819,15.884,-7829.819,0.01
12.495,-16.124,-90.526,57.549,155.577,774.326,4108.738,0.001
-10.163,1.424,3.111,38.873,170.245,-900.663,-227.84,0.001
6.964,0.972,-99.304,55.595,-43.951,-384.117,479.29,0.01
-2.466,7.469,54.277,-46.727,38.997,25.663,4334.359,0.001
-16.853,0.285,-68.941,-7.924,-78.911,319.671,582.381,0.01
-4.077,-11.133,83.228,66.052,167.643,416.435,-7848.146,0.001
8.362,-28.146,-25.217,-11.904,-103.423,269.925,-1416.606,0.001
19.868,-27.225,-1.986,-87.624,146.934,-28.398,3710.69,0.001
12.524,-0.17,79.835,52.766,-144.111,-660.527,4223.205,0.001
-19.214,-26.777,-49.729,87.787,99.757,-718.45,354.813,0.001
4.794,22.123,18.861,-97.262,140.653,885.879,-1352.092,0.001
16.674,-9.937,63.468,-90,85.227,-771.152,-2963.354,0.001
15.543,-4.596,-77.32,-83.65,-153.053,684.989,9435.156,0.001
-14.963,-29.827,7.138,-18.037,-64.135,72.519,2387.89,0.001
-9.374,-5.413,64.136,-13.223,62.941,-2.558,5189.88,0.001
13.844,11.635,28.329,-65.682,-148.66,74.462,45.468,0.001
-12.763,-4.344,15.376,13.33,-70.687,971.15,2781.551,0.001
-3.366,-16.66,35.592,90.703,62.47,-338.934,9933.181,0.001
20.39,22.538,93.264,-28.77,-16.595,-361.184,1193.854,0.001
29.02,21.166,-89.095,-0.679,21.534,-501.621,-9899.413,0.001
6.873,-10.723,84.076,92.951,-107.666,870.008,-2548.504,0.001
-19.407,-7.084,-40.342,95.977,-67.671,-943.852,-5489.487,0.001
-26.155,-15.826,17.757,-55.953,152.02,216.381,-2103.042,0.001
11.142,26.138,-60.875,75.698,112.624,812.077,5719.954,0.001
-16.204,-20.082,22.424,-55.103,-33.45,825.33,9425.979,0.001
9.871,7.658,27.27,-4.966,-59.004,860.09,-3609.289,0.001
20.654,-21.593,-46.169,73.513,161.807,-419.078,-7115.824,0.001
14.103,-20.611,-9.173,81.22,97.306,-15.098,8125.172,0.001
23.971,21.737,53.481,31.364,146.6,-17.771,-4301.191,0.001
-15.346,-18.15,62.551,76.379,113.272,-360.058,1044.128,0.01
23.018,27.647,-74.262,43.668,48.048,415.524,7651.735,0.001
-27.263,-8.146,-13.551,-52.077,-181.939,-854.177,-416.187,0.001
-0.426,-29.728,90.624,95.587,198.847,-940.167,4361.942,0.01
4.826,21.341,-9.023,-47.013,-162.15,-224.332,9519.773,0.001
26.937,20.869,-83.112,-86.851,97.221,-241.394,7370.525,0.001
7.899,2.443,24.656,-26.718,-63.008,-754.622,-8419.741,0.001
-1.648,-1.453,64.268,-34.666,-175.639,116.099,7920.144,0.01
-22.705,-24.902,29.831,-36.086,-104.089,433.827,-5401.718,0.01
-13.218,-7.221,-70.84,-49.354,37.673,-199.077,5351.919,0.001
16.153,1.412,-28.635,-89.416,-122.208,987.752,-8471.052,0.01
15.048,28.251,-4.436,-94.141,113.832,724.255,2066.998,0.001
-28.915,-3.68,12.343,-52.639,138.34,479.511,-9405.472,0.01
20.908,18.717,-63.594,45.979,-88.61,-508.086,3984.091,0.001
24.141,23.766,54.859,45.722,1.694,50.428,174.755,0.001
10.563,19.802,13.921,63.463,-169.075,434.054,-2228.724,0.01
-27.565,-0.597,98.931,33.866,20.66,634.092,3340.206,0.001
-0.275,16.046,98.278,87.28,144.814,-495.864,1839.864,0.01
11.195,-29.203,87.817,17.952,-169.606,-546.261,-3200.056,0.001
-27.788,-9.093,-77.219,64.101,97.078,-137.913,-9663.654,0.001
-14.966,-17.146,-14.971,28.225,157.694,279.767,-7823.141,0.001
-11.013,7.775,-57.662,78.356,150.089,751.475,-2490.021,0.001
-19.992,-10.128,78.17,52.158,19.827,-704.157,-5695.849,0.001
-2.422,-18.002,7.354,57.741,99.41,933.62,7529.853,0.01
25.071,21.767,-79.233,-22.398,-167.693,-306.759,2968.077,0.001
-27.06,13.062,-49.461,44.594,-90.482,232.681,-4673.423,0.001
-13.085,-10.176,78.014,-33.842,93.23,-28.142,6.638,0.01
18.908,26.761,-48.314,48.435,42.679,-255.447,9055.644,0.001
23.587,5.403,69.884,-63.4,-111.119,323.057,3941.568,0.001
17.417,-4.058,-53.615,-48.489,199.797,-400.08,-89.823,0.001
-28.642,-17.706,44.268,-75.367,188.997,134.099,-2964.81,0.001
-25.247,-18.661,-69.286,-18.452,104.725,340.057,-8330.302,0.001
25.253,-29.353,-85.455,20.028,-100.102,378.27,-7032.438,0.001
0.848,20.816,15.389,72.139,30.249,-574.296,-3237.129,0.001
-27.452,-13.173,-31.008,-87.037,42.027,-85.544,6268.041,0.01
17.438,-5.89,87.052,48.477,-63.602,181.58,5002.902,0.001
13.687,13.011,-91.801,10.15,-123.01,-949.694,-4028.27,0.001
-24.276,21.051,77.816,-5.846,169.533,-734.394,2703.243,0.001
17.369,-3.279,-33.599,-3.673,-79.991,89.774,1111.321,0.001
12.43,12.798,97.275,-58.173,176.668,322.078,242.957,0.001
-6.611,23.301,-49.784,33.237,-105.057,969.484,3434.448,0.001
24.369,7.881,-92.976,22.284,-97.041,-470.795,9713.2,0.001
